archetype,kind,instance,base_instance,difficulty,sub_class,perturbation_type,paradigm,model,run_label,success,total_tokens,input_tokens,output_tokens,tool_call_count,latency_s,iteration_overflow,error,source_file
G,robustness,rg-low-2,g-low-5,low,,values_as_words,agent,gpt-5.4-mini-2026-03-17,robustness,True,3164,2881,283,4,3.074102248996496,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-med-1,g-med-1,med,,redundant_buried,workflow,gpt-5.4-mini-2026-03-17,robustness,True,3148,2675,473,6,5.211076892999699,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-med-1,g-med-1,med,,redundant_buried,agent,gpt-5.4-mini-2026-03-17,robustness,True,6928,6465,463,6,6.5496469479985535,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-med-2,g-med-2,med,,self_correction_on_ids,workflow,gpt-5.4-mini-2026-03-17,robustness,True,3081,2654,427,5,8.034784654999385,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-med-2,g-med-2,med,,self_correction_on_ids,agent,gpt-5.4-mini-2026-03-17,robustness,True,7909,7510,399,4,5.751119241998822,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-high-1,g-high-1,high,,jargon_synonym,workflow,gpt-5.4-mini-2026-03-17,robustness,True,4520,3565,955,15,11.591517200002272,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-high-1,g-high-1,high,,jargon_synonym,agent,gpt-5.4-mini-2026-03-17,robustness,True,10287,9275,1012,11,8.695052142997156,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-high-2,g-high-5,high,,colloquial_buried,workflow,gpt-5.4-mini-2026-03-17,robustness,True,3957,3091,866,9,9.828926506001153,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
G,robustness,rg-high-2,g-high-5,high,,colloquial_buried,agent,gpt-5.4-mini-2026-03-17,robustness,True,6901,6054,847,6,6.949345496002934,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/g_robustness_20260706_201453.json
H,robustness,rh-low-1,h-low-1,low,social_post,colloquial_buried,workflow,gpt-5.4-mini-2026-03-17,robustness,True,564,474,90,0,2.4855325009993976,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-low-1,h-low-1,low,social_post,colloquial_buried,agent,gpt-5.4-mini-2026-03-17,robustness,True,816,719,97,0,1.3856635560005088,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-low-2,h-low-3,low,social_post,indirect_request,workflow,gpt-5.4-mini-2026-03-17,robustness,True,525,447,78,0,1.2285589599996456,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-low-2,h-low-3,low,social_post,indirect_request,agent,gpt-5.4-mini-2026-03-17,robustness,True,782,692,90,0,1.3308983499955502,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-low-3,h-low-5,low,social_post,redundant_noise,workflow,gpt-5.4-mini-2026-03-17,robustness,True,524,449,75,0,1.1838978430023417,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-low-3,h-low-5,low,social_post,redundant_noise,agent,gpt-5.4-mini-2026-03-17,robustness,True,768,694,74,0,1.2272670460006339,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-med-1,h-med-1,med,summary_email,colloquial_indirect,workflow,gpt-5.4-mini-2026-03-17,robustness,True,1778,1279,499,0,5.299395371999708,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-med-1,h-med-1,med,summary_email,colloquial_indirect,agent,gpt-5.4-mini-2026-03-17,robustness,True,2115,1605,510,0,4.600373156994465,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-med-2,h-med-2,med,one_page_report,redundant_buried,workflow,gpt-5.4-mini-2026-03-17,robustness,True,1674,1178,496,0,4.076505596000061,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
H,robustness,rh-med-2,h-med-2,med,one_page_report,redundant_buried,agent,gpt-5.4-mini-2026-03-17,robustness,True,3130,2386,744,0,7.427752830000827,False,,data/results/final/gpt-5.4-mini-2026-03-17/robustness/h_robustness_20260706_201542.json
A,clean,a-low-1,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,3159,3021,138,4,14.481280248997791,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-1,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,2612,2531,81,2,7.706891725996684,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-2,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,3486,3333,153,4,12.326529175996257,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-2,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,False,5071,4990,81,2,3.4490589639972313,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-3,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,4757,4606,151,6,22.90672178100067,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-3,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,False,2554,2472,82,2,2.4573757159960223,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-4,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,4100,3915,185,5,16.074439139003516,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-4,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,5195,5119,76,2,6.647467055001471,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2380,2239,141,2,6.349810414998501,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,False,5124,5047,77,2,6.521637219004333,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,,,,,,,"1 validation error for SearchPlan
  Invalid JSON: trailing characters at line 2 ",data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,7086,6961,125,4,7.637099630002922,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-2,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,8551,8249,302,10,26.819413122000697,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-2,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,20973,20623,350,8,10.544952161995752,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,3511,3362,149,3,7.468307751994871,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,False,15168,15058,110,3,6.8557552700003725,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,5840,5660,180,4,10.478136839999934,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,5667,5565,102,3,4.751878513001429,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-5,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,3935,3754,181,6,13.412824816005013,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-med-5,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,3263,3144,119,3,4.855634340005054,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-1,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,4031,3842,189,6,11.819509850996837,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-1,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,9116,8993,123,3,9.610945325002831,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-2,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,5264,5067,197,8,20.371828261995688,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-2,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,9592,9486,106,3,10.515114134002943,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-3,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,5281,5083,198,5,11.676852249998774,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-3,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,11118,11002,116,3,9.699461103999056,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-4,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,3859,3709,150,5,13.57376954099891,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-4,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1483,1435,48,1,3.8209465379986796,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-5,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,6257,6026,231,8,17.381908972005476,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
A,clean,a-high-5,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,4093,4016,77,2,7.999638066998159,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/a_validation_20260707_093506.json
B,clean,b-low-1,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1975,1876,99,0,3.1637463089937228,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-1,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,4274,4210,64,2,3.584035733998462,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-2,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1935,1863,72,0,3.568437306006672,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-2,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,2720,2688,32,1,2.1649502820000635,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-3,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1936,1864,72,0,2.0481407449988183,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-3,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,2718,2686,32,1,3.17538223000156,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-4,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1982,1880,102,0,2.457587388002139,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-4,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,4351,4288,63,2,3.173490403998585,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1982,1876,106,0,2.152999963000184,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,7287,7065,222,7,11.363030067004729,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,2040,1884,156,2,4.428905382002995,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,4793,4675,118,4,7.963782329999958,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-2,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2016,1890,126,1,2.660693491001439,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-2,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,4680,4563,117,3,3.58245772599912,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,2052,1906,146,1,2.7025674139949842,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,20823,20606,217,8,9.666028097999515,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2048,1896,152,2,4.117503251996823,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,9889,9772,117,4,4.71197450299951,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-5,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2015,1886,129,1,2.764041915004782,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-med-5,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,11865,11439,426,15,7.377013552002609,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-1,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,2168,1929,239,2,4.295405110999127,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-1,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,False,5705,5555,150,4,8.278073829002096,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-2,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2193,1942,251,2,5.188096043995756,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-2,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,False,8915,8636,279,8,7.424646824001684,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-3,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2195,1934,261,2,4.401346906997787,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-3,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,8797,8438,359,10,7.476117259000603,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-4,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2076,1900,176,2,3.2786075949989026,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-4,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,False,,,,,,,Recursion limit of 25 reached without hitting a stop condition. You can increase,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-5,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,False,2110,1888,222,2,3.3955008359989733,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
B,clean,b-high-5,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,False,41180,41008,172,6,6.374174106000282,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/b_validation_20260706_185908.json
C,clean,c-low-1,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1050,930,120,0,3.338655790001212,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-1,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1117,1091,26,0,1.1001907929967274,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-2,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1048,920,128,0,1.7442078890017,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-2,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1107,1081,26,0,1.9430365490043187,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-3,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1056,930,126,0,3.0744734899999457,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-3,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1117,1091,26,0,2.071452429998317,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-4,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1048,920,128,0,1.305338883001241,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-4,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1107,1081,26,0,0.9211299610033166,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1055,930,125,0,1.3305426270017051,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1117,1091,26,0,0.7150405739957932,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1331,1135,196,0,2.15435453599639,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1338,1296,42,0,0.8192953800025862,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-2,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1357,1161,196,0,2.1598141430004034,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-2,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1364,1322,42,0,0.9098430459998781,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1348,1155,193,0,1.8410297029986396,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1358,1316,42,0,1.1270338430040283,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1334,1140,194,0,1.8407722179981647,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1343,1301,42,0,0.9264677690007375,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-5,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,1361,1173,188,0,1.6983363180042943,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-med-5,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1376,1334,42,0,1.269938960998843,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-1,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2634,2305,329,0,3.275867357995594,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-1,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1776,1710,66,0,1.3299634919967502,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-2,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2636,2321,315,0,3.277933324003243,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-2,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1792,1726,66,0,1.0250084869985585,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-3,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2605,2272,333,0,3.5829128569966997,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-3,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1743,1677,66,0,0.9125564739952097,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-4,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2618,2312,306,0,3.1838375109946355,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-4,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1783,1717,66,0,1.023655126002268,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-5,,high,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,2643,2309,334,0,3.1729233939986443,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
C,clean,c-high-5,,high,,,agent,gpt-5.4-mini-2026-03-17,run1,True,1780,1714,66,0,0.9803565170004731,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/c_validation_20260706_190006.json
D,clean,d-low-1,,low,no_action_gate_G1,,workflow,gpt-5.4-mini-2026-03-17,run1,True,906,835,71,9,5.008263908996014,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-1,,low,no_action_gate_G1,,agent,gpt-5.4-mini-2026-03-17,run1,True,5564,5425,139,7,6.015767692995723,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-2,,low,no_action_gate_G2,,workflow,gpt-5.4-mini-2026-03-17,run1,True,898,828,70,9,3.9930904200009536,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-2,,low,no_action_gate_G2,,agent,gpt-5.4-mini-2026-03-17,run1,True,5543,5404,139,7,3.2761163680042955,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-3,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,904,834,70,9,3.7460757230001036,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-3,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,5561,5422,139,7,6.015794286002347,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-4,,low,no_action_over_limit,,workflow,gpt-5.4-mini-2026-03-17,run1,True,904,834,70,9,4.085308902998804,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-4,,low,no_action_over_limit,,agent,gpt-5.4-mini-2026-03-17,run1,True,5561,5422,139,7,3.3562706719967537,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,904,834,70,9,3.9926133700064383,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run1,True,5566,5422,144,7,3.48552735800331,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,904,834,70,9,3.6760571810009424,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,False,5561,5422,139,7,3.4864150080029503,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-2,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,900,830,70,9,3.686444446997484,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-2,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,5552,5410,142,7,3.58345032500074,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,904,834,70,9,3.640628413995728,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,False,5561,5422,139,7,3.629676810000092,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run1,True,900,830,70,9,3.6608701269942685,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run1,True,5549,5410,139,7,3.302104924005107,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,workflow,gpt-5.4-mini-2026-03-17,run1,True,904,834,70,9,3.9967597590002697,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,agent,gpt-5.4-mini-2026-03-17,run1,False,5564,5422,142,7,3.1710341520010843,,,data/results/final/gpt-5.4-mini-2026-03-17/run1/d_validation_20260706_190207.json
